#version: AntiShare
#This file is used for mapping common names to Material enum entries
#item,material name
sprucewooddhalfblock,WOOD_DOUBLE_STEP
sprucewdoublehalfblock,WOOD_DOUBLE_STEP
sprucewdhalfblock,WOOD_DOUBLE_STEP
sprucedoublewoodenhalfblock,WOOD_DOUBLE_STEP
sprucedwoodenhalfblock,WOOD_DOUBLE_STEP
sprucedoublewoodhalfblock,WOOD_DOUBLE_STEP
sprucedwoodhalfblock,WOOD_DOUBLE_STEP
sprucedoublewhalfblock,WOOD_DOUBLE_STEP
sprucedwhalfblock,WOOD_DOUBLE_STEP
sprucedoublehalfblock,WOOD_DOUBLE_STEP
sprucedhalfblock,WOOD_DOUBLE_STEP
darkwoodendoublestep,WOOD_DOUBLE_STEP
darkwoodendstep,WOOD_DOUBLE_STEP
darkwooddoublestep,WOOD_DOUBLE_STEP
darkwooddstep,WOOD_DOUBLE_STEP
darkwdoublestep,WOOD_DOUBLE_STEP
darkwdstep,WOOD_DOUBLE_STEP
darkdoublewoodenstep,WOOD_DOUBLE_STEP
darkdwoodenstep,WOOD_DOUBLE_STEP
darkdoublewoodstep,WOOD_DOUBLE_STEP
darkdwoodstep,WOOD_DOUBLE_STEP
darkdoublewstep,WOOD_DOUBLE_STEP
darkdwstep,WOOD_DOUBLE_STEP
darkdoublestep,WOOD_DOUBLE_STEP
darkdstep,WOOD_DOUBLE_STEP
ddstep,WOOD_DOUBLE_STEP
darkwoodendoubleslab,WOOD_DOUBLE_STEP
darkwoodendslab,WOOD_DOUBLE_STEP
darkwooddoubleslab,WOOD_DOUBLE_STEP
darkwooddslab,WOOD_DOUBLE_STEP
darkwdoubleslab,WOOD_DOUBLE_STEP
darkwdslab,WOOD_DOUBLE_STEP
darkdoublewoodenslab,WOOD_DOUBLE_STEP
darkdwoodenslab,WOOD_DOUBLE_STEP
darkdoublewoodslab,WOOD_DOUBLE_STEP
darkdwoodslab,WOOD_DOUBLE_STEP
darkdoublewslab,WOOD_DOUBLE_STEP
darkdwslab,WOOD_DOUBLE_STEP
darkdoubleslab,WOOD_DOUBLE_STEP
darkdslab,WOOD_DOUBLE_STEP
ddslab,WOOD_DOUBLE_STEP
darkwoodendoublehalfblock,WOOD_DOUBLE_STEP
darkwoodendhalfblock,WOOD_DOUBLE_STEP
darkwooddoublehalfblock,WOOD_DOUBLE_STEP
darkwooddhalfblock,WOOD_DOUBLE_STEP
darkwdoublehalfblock,WOOD_DOUBLE_STEP
darkwdhalfblock,WOOD_DOUBLE_STEP
darkdoublewoodenhalfblock,WOOD_DOUBLE_STEP
darkdwoodenhalfblock,WOOD_DOUBLE_STEP
darkdoublewoodhalfblock,WOOD_DOUBLE_STEP
darkdwoodhalfblock,WOOD_DOUBLE_STEP
darkdoublewhalfblock,WOOD_DOUBLE_STEP
darkdwhalfblock,WOOD_DOUBLE_STEP
darkdoublehalfblock,WOOD_DOUBLE_STEP
darkdhalfblock,WOOD_DOUBLE_STEP
ddhalfblock,WOOD_DOUBLE_STEP
birchwoodendoublestep,WOOD_DOUBLE_STEP
birchwoodendstep,WOOD_DOUBLE_STEP
birchwooddoublestep,WOOD_DOUBLE_STEP
birchwooddstep,WOOD_DOUBLE_STEP
birchwdoublestep,WOOD_DOUBLE_STEP
birchwdstep,WOOD_DOUBLE_STEP
birchdoublewoodenstep,WOOD_DOUBLE_STEP
birchdwoodenstep,WOOD_DOUBLE_STEP
birchdoublewoodstep,WOOD_DOUBLE_STEP
birchdwoodstep,WOOD_DOUBLE_STEP
birchdoublewstep,WOOD_DOUBLE_STEP
birchdwstep,WOOD_DOUBLE_STEP
birchdoublestep,WOOD_DOUBLE_STEP
birchdstep,WOOD_DOUBLE_STEP
birchwoodendoubleslab,WOOD_DOUBLE_STEP
birchwoodendslab,WOOD_DOUBLE_STEP
birchwooddoubleslab,WOOD_DOUBLE_STEP
birchwooddslab,WOOD_DOUBLE_STEP
birchwdoubleslab,WOOD_DOUBLE_STEP
birchwdslab,WOOD_DOUBLE_STEP
birchdoublewoodenslab,WOOD_DOUBLE_STEP
birchdwoodenslab,WOOD_DOUBLE_STEP
birchdoublewoodslab,WOOD_DOUBLE_STEP
birchdwoodslab,WOOD_DOUBLE_STEP
birchdoublewslab,WOOD_DOUBLE_STEP
birchdwslab,WOOD_DOUBLE_STEP
birchdoubleslab,WOOD_DOUBLE_STEP
birchdslab,WOOD_DOUBLE_STEP
birchwoodendoublehalfblock,WOOD_DOUBLE_STEP
birchwoodendhalfblock,WOOD_DOUBLE_STEP
birchwooddoublehalfblock,WOOD_DOUBLE_STEP
birchwooddhalfblock,WOOD_DOUBLE_STEP
birchwdoublehalfblock,WOOD_DOUBLE_STEP
birchwdhalfblock,WOOD_DOUBLE_STEP
birchdoublewoodenhalfblock,WOOD_DOUBLE_STEP
birchdwoodenhalfblock,WOOD_DOUBLE_STEP
birchdoublewoodhalfblock,WOOD_DOUBLE_STEP
birchdwoodhalfblock,WOOD_DOUBLE_STEP
birchdoublewhalfblock,WOOD_DOUBLE_STEP
birchdwhalfblock,WOOD_DOUBLE_STEP
birchdoublehalfblock,WOOD_DOUBLE_STEP
birchdhalfblock,WOOD_DOUBLE_STEP
lightwoodendoublehalfblock,WOOD_DOUBLE_STEP
lightwoodendhalfblock,WOOD_DOUBLE_STEP
lightwooddoublehalfblock,WOOD_DOUBLE_STEP
lightwooddhalfblock,WOOD_DOUBLE_STEP
lightwdoublehalfblock,WOOD_DOUBLE_STEP
lightwdhalfblock,WOOD_DOUBLE_STEP
lightdoublewoodenhalfblock,WOOD_DOUBLE_STEP
lightdwoodenhalfblock,WOOD_DOUBLE_STEP
lightdoublewoodhalfblock,WOOD_DOUBLE_STEP
lightdwoodhalfblock,WOOD_DOUBLE_STEP
lightdoublewhalfblock,WOOD_DOUBLE_STEP
lightdwhalfblock,WOOD_DOUBLE_STEP
lightdoublehalfblock,WOOD_DOUBLE_STEP
lightdhalfblock,WOOD_DOUBLE_STEP
ldhalfblock,WOOD_DOUBLE_STEP
lightwoodendoublestep,WOOD_DOUBLE_STEP
lightwoodendstep,WOOD_DOUBLE_STEP
lightwooddoublestep,WOOD_DOUBLE_STEP
lightwooddstep,WOOD_DOUBLE_STEP
lightwdoublestep,WOOD_DOUBLE_STEP
lightwdstep,WOOD_DOUBLE_STEP
lightdoublewoodenstep,WOOD_DOUBLE_STEP
lightdwoodenstep,WOOD_DOUBLE_STEP
lightdoublewoodstep,WOOD_DOUBLE_STEP
lightdwoodstep,WOOD_DOUBLE_STEP
lightdoublewstep,WOOD_DOUBLE_STEP
lightdwstep,WOOD_DOUBLE_STEP
lightdoublestep,WOOD_DOUBLE_STEP
lightdstep,WOOD_DOUBLE_STEP
ldstep,WOOD_DOUBLE_STEP
lightwoodendoubleslab,WOOD_DOUBLE_STEP
lightwoodendslab,WOOD_DOUBLE_STEP
lightwooddoubleslab,WOOD_DOUBLE_STEP
lightwooddslab,WOOD_DOUBLE_STEP
lightwdoubleslab,WOOD_DOUBLE_STEP
lightwdslab,WOOD_DOUBLE_STEP
lightdoublewoodenslab,WOOD_DOUBLE_STEP
lightdwoodenslab,WOOD_DOUBLE_STEP
lightdoublewoodslab,WOOD_DOUBLE_STEP
lightdwoodslab,WOOD_DOUBLE_STEP
lightdoublewslab,WOOD_DOUBLE_STEP
lightdwslab,WOOD_DOUBLE_STEP
lightdoubleslab,WOOD_DOUBLE_STEP
lightdslab,WOOD_DOUBLE_STEP
ldslab,WOOD_DOUBLE_STEP
junglewoodendoublestep,WOOD_DOUBLE_STEP
junglewoodendstep,WOOD_DOUBLE_STEP
junglewooddoublestep,WOOD_DOUBLE_STEP
junglewooddstep,WOOD_DOUBLE_STEP
junglewdoublestep,WOOD_DOUBLE_STEP
junglewdstep,WOOD_DOUBLE_STEP
jungledoublewoodenstep,WOOD_DOUBLE_STEP
jungledwoodenstep,WOOD_DOUBLE_STEP
jungledoublewoodstep,WOOD_DOUBLE_STEP
jungledwoodstep,WOOD_DOUBLE_STEP
jungledoublewstep,WOOD_DOUBLE_STEP
jungledwstep,WOOD_DOUBLE_STEP
jungledoublestep,WOOD_DOUBLE_STEP
jungledstep,WOOD_DOUBLE_STEP
jdstep,WOOD_DOUBLE_STEP
junglewoodendoubleslab,WOOD_DOUBLE_STEP
junglewoodendslab,WOOD_DOUBLE_STEP
junglewooddoubleslab,WOOD_DOUBLE_STEP
junglewooddslab,WOOD_DOUBLE_STEP
junglewdoubleslab,WOOD_DOUBLE_STEP
junglewdslab,WOOD_DOUBLE_STEP
jungledoublewoodenslab,WOOD_DOUBLE_STEP
jungledwoodenslab,WOOD_DOUBLE_STEP
jungledoublewoodslab,WOOD_DOUBLE_STEP
jungledwoodslab,WOOD_DOUBLE_STEP
jungledoublewslab,WOOD_DOUBLE_STEP
jungledwslab,WOOD_DOUBLE_STEP
jungledoubleslab,WOOD_DOUBLE_STEP
jungledslab,WOOD_DOUBLE_STEP
jdslab,WOOD_DOUBLE_STEP
junglewoodendoublehalfblock,WOOD_DOUBLE_STEP
junglewoodendhalfblock,WOOD_DOUBLE_STEP
junglewooddoublehalfblock,WOOD_DOUBLE_STEP
junglewooddhalfblock,WOOD_DOUBLE_STEP
junglewdoublehalfblock,WOOD_DOUBLE_STEP
junglewdhalfblock,WOOD_DOUBLE_STEP
jungledoublewoodenhalfblock,WOOD_DOUBLE_STEP
jungledwoodenhalfblock,WOOD_DOUBLE_STEP
jungledoublewoodhalfblock,WOOD_DOUBLE_STEP
jungledwoodhalfblock,WOOD_DOUBLE_STEP
jungledoublewhalfblock,WOOD_DOUBLE_STEP
jungledwhalfblock,WOOD_DOUBLE_STEP
jungledoublehalfblock,WOOD_DOUBLE_STEP
jungledhalfblock,WOOD_DOUBLE_STEP
jdhalfblock,WOOD_DOUBLE_STEP
forestwoodendoublehalfblock,WOOD_DOUBLE_STEP
forestwoodendhalfblock,WOOD_DOUBLE_STEP
forestwooddoublehalfblock,WOOD_DOUBLE_STEP
forestwooddhalfblock,WOOD_DOUBLE_STEP
forestwdoublehalfblock,WOOD_DOUBLE_STEP
forestwdhalfblock,WOOD_DOUBLE_STEP
forestdoublewoodenhalfblock,WOOD_DOUBLE_STEP
forestdwoodenhalfblock,WOOD_DOUBLE_STEP
forestdoublewoodhalfblock,WOOD_DOUBLE_STEP
forestdwoodhalfblock,WOOD_DOUBLE_STEP
forestdoublewhalfblock,WOOD_DOUBLE_STEP
forestdwhalfblock,WOOD_DOUBLE_STEP
forestdoublehalfblock,WOOD_DOUBLE_STEP
forestdhalfblock,WOOD_DOUBLE_STEP
fdhalfblock,WOOD_DOUBLE_STEP
forestwoodendoublestep,WOOD_DOUBLE_STEP
forestwoodendstep,WOOD_DOUBLE_STEP
forestwooddoublestep,WOOD_DOUBLE_STEP
forestwooddstep,WOOD_DOUBLE_STEP
forestwdoublestep,WOOD_DOUBLE_STEP
forestwdstep,WOOD_DOUBLE_STEP
forestdoublewoodenstep,WOOD_DOUBLE_STEP
forestdwoodenstep,WOOD_DOUBLE_STEP
forestdoublewoodstep,WOOD_DOUBLE_STEP
forestdwoodstep,WOOD_DOUBLE_STEP
forestdoublewstep,WOOD_DOUBLE_STEP
forestdwstep,WOOD_DOUBLE_STEP
forestdoublestep,WOOD_DOUBLE_STEP
forestdstep,WOOD_DOUBLE_STEP
fdstep,WOOD_DOUBLE_STEP
forestwoodendoubleslab,WOOD_DOUBLE_STEP
forestwoodendslab,WOOD_DOUBLE_STEP
forestwooddoubleslab,WOOD_DOUBLE_STEP
forestwooddslab,WOOD_DOUBLE_STEP
forestwdoubleslab,WOOD_DOUBLE_STEP
forestwdslab,WOOD_DOUBLE_STEP
forestdoublewoodenslab,WOOD_DOUBLE_STEP
forestdwoodenslab,WOOD_DOUBLE_STEP
forestdoublewoodslab,WOOD_DOUBLE_STEP
forestdwoodslab,WOOD_DOUBLE_STEP
forestdoublewslab,WOOD_DOUBLE_STEP
forestdwslab,WOOD_DOUBLE_STEP
forestdoubleslab,WOOD_DOUBLE_STEP
forestdslab,WOOD_DOUBLE_STEP
fdslab,WOOD_DOUBLE_STEP
acaciawoodendoublestep,WOOD_DOUBLE_STEP
acaciawoodendstep,WOOD_DOUBLE_STEP
acaciawooddoublestep,WOOD_DOUBLE_STEP
acaciawooddstep,WOOD_DOUBLE_STEP
acaciawdoublestep,WOOD_DOUBLE_STEP
acaciawdstep,WOOD_DOUBLE_STEP
acaciadoublewoodenstep,WOOD_DOUBLE_STEP
acaciadwoodenstep,WOOD_DOUBLE_STEP
acaciadoublewoodstep,WOOD_DOUBLE_STEP
acaciadwoodstep,WOOD_DOUBLE_STEP
acaciadoublewstep,WOOD_DOUBLE_STEP
acaciadwstep,WOOD_DOUBLE_STEP
acaciadoublestep,WOOD_DOUBLE_STEP
acaciadstep,WOOD_DOUBLE_STEP
adstep,WOOD_DOUBLE_STEP
acaciawoodendoubleslab,WOOD_DOUBLE_STEP
acaciawoodendslab,WOOD_DOUBLE_STEP
acaciawooddoubleslab,WOOD_DOUBLE_STEP
acaciawooddslab,WOOD_DOUBLE_STEP
acaciawdoubleslab,WOOD_DOUBLE_STEP
acaciawdslab,WOOD_DOUBLE_STEP
acaciadoublewoodenslab,WOOD_DOUBLE_STEP
acaciadwoodenslab,WOOD_DOUBLE_STEP
acaciadoublewoodslab,WOOD_DOUBLE_STEP
acaciadwoodslab,WOOD_DOUBLE_STEP
acaciadoublewslab,WOOD_DOUBLE_STEP
acaciadwslab,WOOD_DOUBLE_STEP
acaciadoubleslab,WOOD_DOUBLE_STEP
acaciadslab,WOOD_DOUBLE_STEP
adslab,WOOD_DOUBLE_STEP
acaciawoodendoublehalfblock,WOOD_DOUBLE_STEP
acaciawoodendhalfblock,WOOD_DOUBLE_STEP
acaciawooddoublehalfblock,WOOD_DOUBLE_STEP
acaciawooddhalfblock,WOOD_DOUBLE_STEP
acaciawdoublehalfblock,WOOD_DOUBLE_STEP
acaciawdhalfblock,WOOD_DOUBLE_STEP
acaciadoublewoodenhalfblock,WOOD_DOUBLE_STEP
acaciadwoodenhalfblock,WOOD_DOUBLE_STEP
acaciadoublewoodhalfblock,WOOD_DOUBLE_STEP
acaciadwoodhalfblock,WOOD_DOUBLE_STEP
acaciadoublewhalfblock,WOOD_DOUBLE_STEP
acaciadwhalfblock,WOOD_DOUBLE_STEP
acaciadoublehalfblock,WOOD_DOUBLE_STEP
acaciadhalfblock,WOOD_DOUBLE_STEP
adhalfblock,WOOD_DOUBLE_STEP
darkoakwoodendoublehalfblock,WOOD_DOUBLE_STEP
darkoakwoodendhalfblock,WOOD_DOUBLE_STEP
darkoakwooddoublehalfblock,WOOD_DOUBLE_STEP
darkoakwooddhalfblock,WOOD_DOUBLE_STEP
darkoakwdoublehalfblock,WOOD_DOUBLE_STEP
darkoakwdhalfblock,WOOD_DOUBLE_STEP
darkoakdoublewoodenhalfblock,WOOD_DOUBLE_STEP
darkoakdwoodenhalfblock,WOOD_DOUBLE_STEP
darkoakdoublewoodhalfblock,WOOD_DOUBLE_STEP
darkoakdwoodhalfblock,WOOD_DOUBLE_STEP
darkoakdoublewhalfblock,WOOD_DOUBLE_STEP
darkoakdwhalfblock,WOOD_DOUBLE_STEP
darkoakdoublehalfblock,WOOD_DOUBLE_STEP
darkoakdhalfblock,WOOD_DOUBLE_STEP
dodhalfblock,WOOD_DOUBLE_STEP
darkoakwoodendoublestep,WOOD_DOUBLE_STEP
darkoakwoodendstep,WOOD_DOUBLE_STEP
darkoakwooddoublestep,WOOD_DOUBLE_STEP
darkoakwooddstep,WOOD_DOUBLE_STEP
darkoakwdoublestep,WOOD_DOUBLE_STEP
darkoakwdstep,WOOD_DOUBLE_STEP
darkoakdoublewoodenstep,WOOD_DOUBLE_STEP
darkoakdwoodenstep,WOOD_DOUBLE_STEP
darkoakdoublewoodstep,WOOD_DOUBLE_STEP
darkoakdwoodstep,WOOD_DOUBLE_STEP
darkoakdoublewstep,WOOD_DOUBLE_STEP
darkoakdwstep,WOOD_DOUBLE_STEP
darkoakdoublestep,WOOD_DOUBLE_STEP
darkoakdstep,WOOD_DOUBLE_STEP
dodstep,WOOD_DOUBLE_STEP
darkoakwoodendoubleslab,WOOD_DOUBLE_STEP
darkoakwoodendslab,WOOD_DOUBLE_STEP
darkoakwooddoubleslab,WOOD_DOUBLE_STEP
darkoakwooddslab,WOOD_DOUBLE_STEP
darkoakwdoubleslab,WOOD_DOUBLE_STEP
darkoakwdslab,WOOD_DOUBLE_STEP
darkoakdoublewoodenslab,WOOD_DOUBLE_STEP
darkoakdwoodenslab,WOOD_DOUBLE_STEP
darkoakdoublewoodslab,WOOD_DOUBLE_STEP
darkoakdwoodslab,WOOD_DOUBLE_STEP
darkoakdoublewslab,WOOD_DOUBLE_STEP
darkoakdwslab,WOOD_DOUBLE_STEP
darkoakdoubleslab,WOOD_DOUBLE_STEP
darkoakdslab,WOOD_DOUBLE_STEP
dodslab,WOOD_DOUBLE_STEP
woodenstep,WOOD_STEP
woodstep,WOOD_STEP
wstep,WOOD_STEP
woodenslab,WOOD_STEP
woodslab,WOOD_STEP
wslab,WOOD_STEP
woodenhalfblock,WOOD_STEP
woodhalfblock,WOOD_STEP
whalfblock,WOOD_STEP
oakwoodenstep,WOOD_STEP
oakwoodstep,WOOD_STEP
oakwstep,WOOD_STEP
oakstep,WOOD_STEP
ostep,WOOD_STEP
oakwoodenslab,WOOD_STEP
oakwoodslab,WOOD_STEP
oakwslab,WOOD_STEP
oakslab,WOOD_STEP
oslab,WOOD_STEP
oakwoodenhalfblock,WOOD_STEP
oakwoodhalfblock,WOOD_STEP
oakwhalfblock,WOOD_STEP
oakhalfblock,WOOD_STEP
ohalfblock,WOOD_STEP
sprucewoodenstep,WOOD_STEP
sprucewoodstep,WOOD_STEP
sprucewstep,WOOD_STEP
sprucestep,WOOD_STEP
sprucewoodenslab,WOOD_STEP
sprucewoodslab,WOOD_STEP
sprucewslab,WOOD_STEP
spruceslab,WOOD_STEP
sprucewoodenhalfblock,WOOD_STEP
sprucewoodhalfblock,WOOD_STEP
sprucewhalfblock,WOOD_STEP
sprucehalfblock,WOOD_STEP
darkwoodenstep,WOOD_STEP
darkwoodstep,WOOD_STEP
darkwstep,WOOD_STEP
darkstep,WOOD_STEP
darkwoodenslab,WOOD_STEP
darkwoodslab,WOOD_STEP
darkwslab,WOOD_STEP
darkslab,WOOD_STEP
darkwoodenhalfblock,WOOD_STEP
darkwoodhalfblock,WOOD_STEP
darkwhalfblock,WOOD_STEP
darkhalfblock,WOOD_STEP
birchwoodenstep,WOOD_STEP
birchwoodstep,WOOD_STEP
birchwstep,WOOD_STEP
birchstep,WOOD_STEP
birchwoodenslab,WOOD_STEP
birchwoodslab,WOOD_STEP
birchwslab,WOOD_STEP
birchslab,WOOD_STEP
birchwoodenhalfblock,WOOD_STEP
birchwoodhalfblock,WOOD_STEP
birchwhalfblock,WOOD_STEP
birchhalfblock,WOOD_STEP
lightwoodenstep,WOOD_STEP
lightwoodstep,WOOD_STEP
lightwstep,WOOD_STEP
lightstep,WOOD_STEP
lstep,WOOD_STEP
lightwoodenslab,WOOD_STEP
lightwoodslab,WOOD_STEP
lightwslab,WOOD_STEP
lightslab,WOOD_STEP
lslab,WOOD_STEP
lightwoodenhalfblock,WOOD_STEP
lightwoodhalfblock,WOOD_STEP
lightwhalfblock,WOOD_STEP
lighthalfblock,WOOD_STEP
lhalfblock,WOOD_STEP
junglewoodenstep,WOOD_STEP
junglewoodstep,WOOD_STEP
junglewstep,WOOD_STEP
junglestep,WOOD_STEP
jstep,WOOD_STEP
junglewoodenslab,WOOD_STEP
junglewoodslab,WOOD_STEP
junglewslab,WOOD_STEP
jungleslab,WOOD_STEP
jslab,WOOD_STEP
junglewoodenhalfblock,WOOD_STEP
junglewoodhalfblock,WOOD_STEP
junglewhalfblock,WOOD_STEP
junglehalfblock,WOOD_STEP
jhalfblock,WOOD_STEP
forestwoodenstep,WOOD_STEP
forestwoodstep,WOOD_STEP
forestwstep,WOOD_STEP
foreststep,WOOD_STEP
fstep,WOOD_STEP
forestwoodenslab,WOOD_STEP
forestwoodslab,WOOD_STEP
forestwslab,WOOD_STEP
forestslab,WOOD_STEP
fslab,WOOD_STEP
forestwoodenhalfblock,WOOD_STEP
forestwoodhalfblock,WOOD_STEP
forestwhalfblock,WOOD_STEP
foresthalfblock,WOOD_STEP
fhalfblock,WOOD_STEP
acaciawoodenstep,WOOD_STEP
acaciawoodstep,WOOD_STEP
acaciawstep,WOOD_STEP
acaciastep,WOOD_STEP
astep,WOOD_STEP
acaciawoodenslab,WOOD_STEP
acaciawoodslab,WOOD_STEP
acaciawslab,WOOD_STEP
acaciaslab,WOOD_STEP
aslab,WOOD_STEP
acaciawoodenhalfblock,WOOD_STEP
acaciawoodhalfblock,WOOD_STEP
acaciawhalfblock,WOOD_STEP
acaciahalfblock,WOOD_STEP
ahalfblock,WOOD_STEP
darkoakwoodenstep,WOOD_STEP
darkoakwoodstep,WOOD_STEP
darkoakwstep,WOOD_STEP
darkoakstep,WOOD_STEP
dostep,WOOD_STEP
darkoakwoodenslab,WOOD_STEP
darkoakwoodslab,WOOD_STEP
darkoakwslab,WOOD_STEP
darkoakslab,WOOD_STEP
doslab,WOOD_STEP
darkoakwoodenhalfblock,WOOD_STEP
darkoakwoodhalfblock,WOOD_STEP
darkoakwhalfblock,WOOD_STEP
darkoakhalfblock,WOOD_STEP
dohalfblock,WOOD_STEP
cocoaplant,COCOA
cocoplant,COCOA
cplant,COCOA
cocoafruit,COCOA
cocofruit,COCOA
cfruit,COCOA
cocoapod,COCOA
cocopod,COCOA
cpod,COCOA
sandstonestairs,SANDSTONE_STAIRS
sandstairs,SANDSTONE_STAIRS
sandsstairs,SANDSTONE_STAIRS
sstonestairs,SANDSTONE_STAIRS
ssstairs,SANDSTONE_STAIRS
sandstair,SANDSTONE_STAIRS
sandstonestair,SANDSTONE_STAIRS
sandsstair,SANDSTONE_STAIRS
sstonestair,SANDSTONE_STAIRS
ssstair,SANDSTONE_STAIRS
emeraldore,EMERALD_ORE
eore,EMERALD_ORE
oreemerald,EMERALD_ORE
oree,EMERALD_ORE
enderchest,ENDER_CHEST
endchest,ENDER_CHEST
echest,ENDER_CHEST
chestender,ENDER_CHEST
chestend,ENDER_CHEST
cheste,ENDER_CHEST
endercontainer,ENDER_CHEST
endcontainer,ENDER_CHEST
econtainer,ENDER_CHEST
tripwirehook,TRIPWIRE_HOOK
tripwire,TRIPWIRE_HOOK
trip,TRIPWIRE_HOOK
tripwirelever,TRIPWIRE_HOOK
triphook,TRIPWIRE_HOOK
emeraldblock,EMERALD_BLOCK
blockemerald,EMERALD_BLOCK
eblock,EMERALD_BLOCK
blocke,EMERALD_BLOCK
sprucewoodenstairs,SPRUCE_WOOD_STAIRS
sprucewoodstairs,SPRUCE_WOOD_STAIRS
sprucewstairs,SPRUCE_WOOD_STAIRS
sprucestairs,SPRUCE_WOOD_STAIRS
darkwoodenstairs,SPRUCE_WOOD_STAIRS
darkwoodstairs,SPRUCE_WOOD_STAIRS
darkwstairs,SPRUCE_WOOD_STAIRS
darkstairs,SPRUCE_WOOD_STAIRS
dstairs,SPRUCE_WOOD_STAIRS
sprucewoodenstair,SPRUCE_WOOD_STAIRS
sprucewoodstair,SPRUCE_WOOD_STAIRS
sprucewstair,SPRUCE_WOOD_STAIRS
sprucestair,SPRUCE_WOOD_STAIRS
darkwoodenstair,SPRUCE_WOOD_STAIRS
darkwoodstair,SPRUCE_WOOD_STAIRS
darkwstair,SPRUCE_WOOD_STAIRS
darkstair,SPRUCE_WOOD_STAIRS
dstair,SPRUCE_WOOD_STAIRS
birchwoodenstairs,BIRCH_WOOD_STAIRS
birchwoodstairs,BIRCH_WOOD_STAIRS
birchwstairs,BIRCH_WOOD_STAIRS
birchstairs,BIRCH_WOOD_STAIRS
lightwoodenstairs,BIRCH_WOOD_STAIRS
lightwoodstairs,BIRCH_WOOD_STAIRS
lightwstairs,BIRCH_WOOD_STAIRS
lightstairs,BIRCH_WOOD_STAIRS
lstairs,BIRCH_WOOD_STAIRS
birchwoodenstair,BIRCH_WOOD_STAIRS
birchwoodstair,BIRCH_WOOD_STAIRS
birchwstair,BIRCH_WOOD_STAIRS
birchstair,BIRCH_WOOD_STAIRS
lightwoodenstair,BIRCH_WOOD_STAIRS
lightwoodstair,BIRCH_WOOD_STAIRS
lightwstair,BIRCH_WOOD_STAIRS
lightstair,BIRCH_WOOD_STAIRS
lstair,BIRCH_WOOD_STAIRS
junglewoodenstairs,JUNGLE_WOOD_STAIRS
junglewoodstairs,JUNGLE_WOOD_STAIRS
junglewstairs,JUNGLE_WOOD_STAIRS
junglestairs,JUNGLE_WOOD_STAIRS
jstairs,JUNGLE_WOOD_STAIRS
forestwoodenstairs,JUNGLE_WOOD_STAIRS
forestwoodstairs,JUNGLE_WOOD_STAIRS
forestwstairs,JUNGLE_WOOD_STAIRS
foreststairs,JUNGLE_WOOD_STAIRS
fstairs,JUNGLE_WOOD_STAIRS
junglewoodenstair,JUNGLE_WOOD_STAIRS
junglewoodstair,JUNGLE_WOOD_STAIRS
junglewstair,JUNGLE_WOOD_STAIRS
junglestair,JUNGLE_WOOD_STAIRS
jstair,JUNGLE_WOOD_STAIRS
forestwoodenstair,JUNGLE_WOOD_STAIRS
forestwoodstair,JUNGLE_WOOD_STAIRS
forestwstair,JUNGLE_WOOD_STAIRS
foreststair,JUNGLE_WOOD_STAIRS
fstair,JUNGLE_WOOD_STAIRS
commandblock,COMMAND
blockcommand,COMMAND
cmdblock,COMMAND
blockcmd,COMMAND
macroblock,COMMAND
blockmacro,COMMAND
beacon,BEACON
beaconblock,BEACON
cobblestonewall,COBBLE_WALL
cstonewall,COBBLE_WALL
cobblewall,COBBLE_WALL
cobblestonefence,COBBLE_WALL
cstonefence,COBBLE_WALL
cobblefence,COBBLE_WALL
cswall,COBBLE_WALL
csfence,COBBLE_WALL
cwall,COBBLE_WALL
cfence,COBBLE_WALL
mosscobblestonewall,COBBLE_WALL
mosscstonewall,COBBLE_WALL
mosscobblewall,COBBLE_WALL
mcobblestonewall,COBBLE_WALL
mcstonewall,COBBLE_WALL
mcobblewall,COBBLE_WALL
mosscobblestonefence,COBBLE_WALL
mosscstonefence,COBBLE_WALL
mosscobblefence,COBBLE_WALL
mcobblestonefence,COBBLE_WALL
mcstonefence,COBBLE_WALL
mcobblefence,COBBLE_WALL
mcswall,COBBLE_WALL
mcsfence,COBBLE_WALL
mcwall,COBBLE_WALL
mcfence,COBBLE_WALL
plantedcarrot,CARROT
plantcarrot,CARROT
carrots,CARROT
growingcarrot,CARROT
potatoplant,POTATO
potatoes,POTATO
plantedpotato,POTATO
plantpotato,POTATO
growingpotato,POTATO
woodenbutton,WOOD_BUTTON
woodenplankbutton,WOOD_BUTTON
woodplankbutton,WOOD_BUTTON
wplankbutton,WOOD_BUTTON
plankbutton,WOOD_BUTTON
woodbutton,WOOD_BUTTON
wbutton,WOOD_BUTTON
anvil,ANVIL
slightlydamagedanvil,ANVIL
slightdamageanvil,ANVIL
damagedanvil,ANVIL
verydamagedanvil,ANVIL
trapchest,TRAPPED_CHEST
trappedchest,TRAPPED_CHEST
chesttrapped,TRAPPED_CHEST
chesttrap,TRAPPED_CHEST
goldpressureplate,GOLD_PLATE
weightedgoldpressureplate,GOLD_PLATE
weightgoldpressureplate,GOLD_PLATE
wgoldpressureplate,GOLD_PLATE
weightedgoldpressplate,GOLD_PLATE
weightgoldpressplate,GOLD_PLATE
wgoldpressplate,GOLD_PLATE
goldpressplate,GOLD_PLATE
weightedgoldpplate,GOLD_PLATE
weightgoldpplate,GOLD_PLATE
wgoldpplate,GOLD_PLATE
goldpplate,GOLD_PLATE
